Date,Close
2025-01-02,129.0633544921875
2025-01-03,129.23251342773438
2025-01-06,129.65045166015625
2025-01-07,132.11830139160156
2025-01-08,133.86964416503906
2025-01-10,130.56594848632812
2025-01-13,133.93931579589844
2025-01-14,136.5364990234375
2025-01-15,137.10369873046875
2025-01-16,138.496826171875
2025-01-17,140.33773803710938
2025-01-21,146.16897583007812
2025-01-22,148.38803100585938
2025-01-23,148.89553833007812
2025-01-24,148.69650268554688
2025-01-27,150.77626037597656
2025-01-28,150.65684509277344
2025-01-29,150.796142578125
2025-01-30,153.64210510253906
2025-01-31,151.45291137695312
2025-02-03,149.3035125732422
2025-02-04,150.93545532226562
2025-02-05,151.70169067382812
2025-02-06,151.5723419189453
2025-02-07,149.1343536376953
2025-02-10,148.9552459716797
2025-02-11,149.3333740234375
2025-02-12,148.13925170898438
2025-02-13,147.99000549316406
2025-02-14,148.6199951171875
2025-02-18,148.99000549316406
2025-02-19,150.1999969482422
2025-02-20,149.0800018310547
2025-02-21,144.97999572753906
2025-02-24,145.47999572753906
2025-02-25,146.5399932861328
2025-02-26,147.42999267578125
2025-02-27,150.52000427246094
2025-02-28,155.1199951171875
2025-03-03,153.4199981689453
2025-03-04,145.86000061035156
2025-03-05,147.61000061035156
2025-03-06,146.94000244140625
2025-03-07,146.3000030517578
2025-03-10,147.6199951171875
2025-03-11,147.5399932861328
2025-03-12,150.24000549316406
2025-03-13,146.10000610351562
2025-03-14,150.41000366210938
2025-03-17,153.2100067138672
2025-03-18,150.9199981689453
2025-03-19,153.2100067138672
2025-03-20,151.27000427246094
2025-03-21,150.36000061035156
2025-03-24,153.14999389648438
2025-03-25,153.5
2025-03-26,152.67999267578125
2025-03-27,148.44000244140625
2025-03-28,144.83999633789062
2025-03-31,146.86000061035156
