Date,Close
2025-01-02,386.0103454589844
2025-01-03,386.7257995605469
2025-01-06,386.91461181640625
2025-01-07,381.8070373535156
2025-01-08,384.75830078125
2025-01-10,387.43133544921875
2025-01-13,386.7257995605469
2025-01-14,390.3031005859375
2025-01-15,403.5291748046875
2025-01-16,406.74871826171875
2025-01-17,406.7984313964844
2025-01-21,415.7913513183594
2025-01-22,407.5138854980469
2025-01-23,411.77685546875
2025-01-24,411.8861389160156
2025-01-27,422.19073486328125
2025-01-28,416.1888122558594
2025-01-29,410.8129577636719
2025-01-30,411.8861389160156
2025-01-31,409.3820495605469
2025-02-03,406.1823425292969
2025-02-04,408.8951110839844
2025-02-05,411.21044921875
2025-02-06,411.54827880859375
2025-02-07,404.80108642578125
2025-02-10,411.37933349609375
2025-02-11,413.7344055175781
2025-02-12,404.57257080078125
2025-02-13,409.8291931152344
2025-02-14,406.91766357421875
2025-02-18,400.7666931152344
2025-02-19,392.9364013671875
2025-02-20,392.1513977050781
2025-02-21,382.8702697753906
2025-02-24,380.0084533691406
2025-02-25,390.8099060058594
2025-02-26,388.0176086425781
2025-02-27,387.8089294433594
2025-02-28,394.0990295410156
2025-03-03,387.23260498046875
2025-03-04,379.2731018066406
2025-03-05,383.9136657714844
2025-03-06,379.32281494140625
2025-03-07,374.4238586425781
2025-03-10,372.2874450683594
2025-03-11,365.83837890625
2025-03-12,362.42999267578125
2025-03-13,347.25
2025-03-14,351.30999755859375
2025-03-17,354.1300048828125
2025-03-18,349.57000732421875
2025-03-19,353.4200134277344
2025-03-20,355.5199890136719
2025-03-21,351.1499938964844
2025-03-24,363.7699890136719
2025-03-25,360.989990234375
2025-03-26,362.1300048828125
2025-03-27,362.7300109863281
2025-03-28,358.1499938964844
2025-03-31,366.489990234375
