Date,Close
2025-01-02,9.1899995803833
2025-01-03,9.5
2025-01-06,9.470000267028809
2025-01-07,9.670000076293945
2025-01-08,9.220000267028809
2025-01-10,11.760000228881836
2025-01-13,11.899999618530273
2025-01-14,12.239999771118164
2025-01-15,12.529999732971191
2025-01-16,12.930000305175781
2025-01-17,12.520000457763672
2025-01-21,11.369999885559082
2025-01-22,11.619999885559082
2025-01-23,11.739999771118164
2025-01-24,11.869999885559082
2025-01-27,11.34000015258789
2025-01-28,10.890000343322754
2025-01-29,11.25
2025-01-30,11.460000038146973
2025-01-31,10.279999732971191
2025-02-03,9.760000228881836
2025-02-04,9.890000343322754
2025-02-05,10.119999885559082
2025-02-06,10.050000190734863
2025-02-07,10.119999885559082
2025-02-10,9.970000267028809
2025-02-11,9.359999656677246
2025-02-12,9.470000267028809
2025-02-13,9.75
2025-02-14,9.699999809265137
2025-02-18,11.0600004196167
2025-02-19,10.789999961853027
2025-02-20,10.510000228881836
2025-02-21,10.15999984741211
2025-02-24,10.819999694824219
2025-02-25,11.380000114440918
2025-02-26,11.039999961853027
2025-02-27,11.229999542236328
2025-02-28,10.680000305175781
2025-03-03,10.260000228881836
2025-03-04,10.84000015258789
2025-03-05,10.75
2025-03-06,10.600000381469727
2025-03-07,11.390000343322754
2025-03-10,11.279999732971191
2025-03-11,11.210000038146973
2025-03-12,11.199999809265137
2025-03-13,11.260000228881836
2025-03-14,11.229999542236328
2025-03-17,11.260000228881836
2025-03-18,11.170000076293945
2025-03-19,11.15999984741211
2025-03-20,11.119999885559082
2025-03-21,11.100000381469727
2025-03-24,11.149999618530273
2025-03-25,11.119999885559082
2025-03-26,11.100000381469727
2025-03-27,11.15999984741211
2025-03-28,11.1899995803833
2025-03-31,11.170000076293945
