Date,Close
2024-08-01,69.08061218261719
2024-08-02,67.76412200927734
2024-08-05,66.90296936035156
2024-08-06,67.05144500732422
2024-08-07,66.2298812866211
2024-08-08,66.97225952148438
2024-08-09,67.2593002319336
2024-08-12,68.0016860961914
2024-08-13,67.4374771118164
2024-08-14,67.96209716796875
2024-08-15,72.43614959716797
2024-08-16,72.91063690185547
2024-08-19,73.17865753173828
2024-08-20,73.99263763427734
2024-08-21,74.68749237060547
2024-08-22,75.0250015258789
2024-08-23,75.14411163330078
2024-08-26,75.47169494628906
2024-08-27,75.57095336914062
2024-08-28,75.52132415771484
2024-08-29,75.85882568359375
2024-08-30,76.66287994384766
2024-09-03,76.60330963134766
2024-09-04,76.67279815673828
2024-09-05,76.39486694335938
2024-09-06,76.07721710205078
2024-09-09,76.7720718383789
2024-09-10,78.23127746582031
2024-09-11,78.26105499267578
2024-09-12,79.07504272460938
2024-09-13,80.00813293457031
2024-09-16,79.96842193603516
2024-09-17,78.02281951904297
2024-09-18,78.44966125488281
2024-09-19,77.46693420410156
2024-09-20,78.47943878173828
2024-09-23,79.7401123046875
2024-09-24,80.07762145996094
2024-09-25,80.80226135253906
2024-09-26,79.33312225341797
2024-09-27,79.19415283203125
2024-09-30,80.15702819824219
2024-10-01,80.67321014404297
2024-10-02,79.83938598632812
2024-10-03,79.83938598632812
2024-10-04,80.34564208984375
2024-10-07,78.5191421508789
2024-10-08,79.12466430664062
2024-10-09,79.80960083007812
2024-10-10,79.02540588378906
2024-10-11,79.51180267333984
2024-10-14,79.70040893554688
2024-10-15,81.05042266845703
2024-10-16,80.62358093261719
2024-10-17,80.2959976196289
2024-10-18,80.71292114257812
2024-10-21,80.21659088134766
2024-10-22,81.4177017211914
2024-10-23,82.65852355957031
2024-10-24,82.43022155761719
2024-10-25,81.90411376953125
2024-10-28,82.14234161376953
2024-10-29,81.10005187988281
2024-10-30,80.79232788085938
2024-10-31,81.34822082519531
2024-11-01,81.58645629882812
2024-11-04,81.84454345703125
2024-11-05,83.06551361083984
2024-11-06,82.82727813720703
2024-11-07,83.23426818847656
2024-11-08,84.20707702636719
2024-11-11,83.59162139892578
2024-11-12,84.36589050292969
2024-11-13,84.87214660644531
2024-11-14,83.84971618652344
2024-11-15,83.63133239746094
2024-11-18,83.46258544921875
2024-11-19,85.96406555175781
2024-11-20,86.5398178100586
2024-11-21,87.74092864990234
2024-11-22,89.77587890625
2024-11-25,88.8427734375
2024-11-26,90.63948059082031
2024-11-27,91.2052993774414
2024-11-29,91.82074737548828
2024-12-02,91.95972442626953
2024-12-03,92.82333374023438
2024-12-04,93.75642395019531
2024-12-05,94.6001968383789
2024-12-06,94.99724578857422
2024-12-09,93.1409912109375
2024-12-10,93.85569763183594
2024-12-11,94.26268005371094
2024-12-12,93.39906311035156
2024-12-13,93.76518249511719
2024-12-16,94.38199615478516
2024-12-17,94.92916107177734
2024-12-18,93.06878662109375
2024-12-19,92.9195556640625
2024-12-20,91.76551818847656
2024-12-23,89.88524627685547
2024-12-24,92.20325469970703
2024-12-26,92.31269073486328
2024-12-27,91.18851470947266
2024-12-30,90.10411071777344
